OBJECTID,x,y,Sheltered_Coastline,Geomorphology_Hazard,Elevation_Hazard,Sea_Level_Rise_Hazard,Wave_Hazard,storm_surge_hazard,Erosion_Rate_Hazard,Forest_Present,Marsh_Present,Dune_Present,Oyster_Reef_Present,Underwater_Grass_Present,Hazard_with_Habitats,Hazard_without_Habitats,Hazard_Reduction_by_Habitats,Community_Flood_Risk_Max,Community_Flood_Risk_Nearest,Shoreline_Priority_Area,County,EI_wHAB,EI_woHAB,hab_role,NearRiskD,Latitude,Longitude
11157,420048.774493,4234947.23155,Yes,Very Low,Very High,High,Moderate,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Wicomico,2.3062501,2.75348997,0.44723299,23.80646706,38.25996451,-75.91270469
11158,424048.774493,4234947.23155,Yes,Very High,Very High,High,Very Low,Very High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Wicomico,3.06654,3.37616992,0.30963001,2080.17016602,38.25875996,-75.86845566
11159,427298.774493,4234947.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Wicomico,3.12213993,3.72759008,0.605452,851.68774414,38.25826262,-75.83114778
11160,427548.774493,4234947.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Wicomico,3.12213993,3.72759008,0.605452,586.12286377,38.25891112,-75.82808839
11161,428548.774493,4234947.23155,Yes,Very Low,High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,High,Tier 1,Wicomico,2.32762003,2.77899003,0.45137599,52.62904358,38.2601776,-75.81667481
11162,429798.774493,4234947.23155,Yes,Very High,High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,n/a,Wicomico,2.65314007,3.16763997,0.51450199,443.05621338,38.25988634,-75.80237684
11163,430048.774493,4234947.23155,Yes,Very High,High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,n/a,Wicomico,2.65314007,3.16763997,0.51450199,422.97650146,38.26047896,-75.80082856
11164,480298.774493,4234947.23155,Yes,Moderate,Moderate,Low,Very Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,High,Very Low,Tier 2,Worcester,2.05762005,2.45664001,0.399019,1065.26379395,38.26176835,-75.22440473
11165,483298.774493,4234947.23155,Yes,Very High,High,Low,Very Low,Very High,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Moderate,n/a,Worcester,2.69029999,2.96194005,0.27164099,627.46704102,38.26202012,-75.19010296
11166,483548.774493,4234947.23155,Yes,Very High,High,Low,Very Low,Very High,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Moderate,n/a,Worcester,2.69029999,2.96194005,0.27164099,596.38989258,38.2628119,-75.18769094
11167,483798.774493,4234947.23155,Yes,Very High,High,Low,Very Low,Very High,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Moderate,n/a,Worcester,2.69029999,2.96194005,0.27164099,753.26171875,38.2622847,-75.18537578
11168,486798.774493,4234947.23155,Yes,Low,High,Low,Low,Very High,Low,Yes,Yes,No,No,Yes - dense,Moderate,Moderate,High,Very High,Very High,Tier 1,Worcester,2.39410996,2.86900997,0.474893,0,38.26239576,-75.15079475
11169,488548.774493,4234947.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,Yes,No,Yes,Moderate,High,High,Very High,Very High,Tier 1,Worcester,2.6951201,3.27024007,0.57512599,1920.60852051,38.26120471,-75.12859122
11170,489298.774493,4234947.23155,No,Very High,High,Very High,Very High,Very High,Very High,Yes,No,Yes,No,No,High,High,High,n/a,n/a,n/a,Worcester,4.12932014,4.84313011,0.71380597,2500.70385742,38.26238069,-75.12191541
11171,343548.774493,4234697.23155,Yes,Low,Moderate,Moderate,Moderate,Very High,Moderate,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,Tier 1,St. Mary's,2.74394011,3.27605009,0.53211099,200.545578,38.24643321,-76.78634827
11172,344048.774493,4234697.23155,No,Very Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.86363995,2.22503996,0.36140099,19.86622047,38.24573381,-76.78133298
11173,348548.774493,4234697.23155,Yes,Very Low,Moderate,Moderate,Moderate,Very Low,Very Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very Low,Tier 2,St. Mary's,1.68794,2.01526999,0.32732901,16.67344284,38.24758595,-76.73213607
11174,349798.774493,4234697.23155,Yes,Very High,Moderate,Moderate,Moderate,Very High,Low,Yes,Yes,No,No,No,Moderate,High,High,High,Very Low,Tier 1,St. Mary's,2.95166993,3.52406001,0.572393,1170.74353027,38.2456512,-76.71479979
11175,351048.774493,4234697.23155,Yes,Very High,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.08882999,2.49390006,0.40507001,1440.03076172,38.24836639,-76.70103228
11176,352798.774493,4234697.23155,Yes,Moderate,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,High,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,14.57821178,38.24585888,-76.68031156
11177,353048.774493,4234697.23155,Yes,Low,Low,Moderate,Low,Very Low,Low,Yes,No,No,No,No,Low,Moderate,Low,Very High,Very High,Tier 2,St. Mary's,1.8908,2.18791008,0.29711699,6.93855906,38.24695348,-76.67821463
11178,353548.774493,4234697.23155,Yes,Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.83254004,2.18791008,0.355371,242.75325012,38.24835127,-76.67380721
11179,353798.774493,4234697.23155,Yes,Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,High,Tier 2,St. Mary's,1.83254004,2.18791008,0.355371,116.52054596,38.24691284,-76.67241504
11180,354048.774493,4234697.23155,Yes,High,Low,Moderate,Moderate,Very High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,High,Tier 1,St. Mary's,2.69815993,3.22139001,0.52323198,60.19962311,38.24591823,-76.66720761
11181,354298.774493,4234697.23155,Yes,Low,Low,Moderate,Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.83254004,2.18791008,0.355371,311.43948364,38.24658099,-76.66407034
11182,377798.774493,4234697.23155,No,High,Very Low,Moderate,High,Moderate,High,Yes,Yes,No,No,No,Moderate,High,High,Very High,Low,Tier 1,St. Mary's,2.61350012,3.12032008,0.50681603,769.76287842,38.25150638,-76.39706323
11183,396798.774493,4234697.23155,No,Low,Very High,High,High,High,High,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.23123002,3.86139989,0.63016802,89.23690796,38.25522611,-76.17772076
11184,398048.774493,4234697.23155,Yes,Very High,Very High,High,Moderate,High,Moderate,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.39249992,4.05412006,0.66161901,773.64984131,38.25444117,-76.16530388
11185,403548.774493,4234697.23155,No,Low,Very High,High,High,Very High,High,Yes,Yes,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.32661009,3.98646998,0.659863,2345.16625977,38.25560377,-76.10086985
11186,404798.774493,4234697.23155,No,Very High,Very High,High,Moderate,Very High,Very Low,Yes,No,No,No,Yes,High,High,High,Very High,High,Tier 1,Dorchester,3.08911991,3.5775001,0.488381,1472.88879395,38.25470468,-76.08812509
11187,405548.774493,4234697.23155,Yes,Very High,Very High,High,Moderate,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,Very High,High,Tier 1,Dorchester,3.40216994,3.9498899,0.54771399,996.93518066,38.2551853,-76.07955836
11188,405798.774493,4234697.23155,Yes,Very High,Very High,High,Moderate,Very High,Moderate,Yes,No,No,No,Yes - dense,High,High,High,Very High,High,Tier 1,Dorchester,3.6050601,4.18543005,0.58037603,778.58239746,38.25544855,-76.07667042
11189,407548.774493,4234697.23155,Yes,Very High,Very High,High,Very Low,Moderate,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,High,Tier 1,Dorchester,2.6287899,3.13857007,0.50977999,443.54821777,38.25554852,-76.05665441
11190,409048.774493,4234697.23155,Yes,Very High,Very High,High,Moderate,Moderate,Moderate,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Dorchester,3.25890994,3.89088011,0.63197398,695.487854,38.25565336,-76.03943794
11191,415048.774493,4234697.23155,Yes,Very High,Very High,High,Moderate,High,High,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.8368001,4.22419977,0.38740301,5029.88916016,38.2568836,-75.97011107
11192,416548.774493,4234697.23155,Yes,Very High,Very High,High,Low,High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.27951002,3.61064005,0.33113399,3589.38647461,38.2550931,-75.95328551
11193,420298.774493,4234697.23155,Yes,Very Low,High,High,Moderate,Very Low,Low,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,Very High,Tier 2,Wicomico,2.08761001,2.41564989,0.328044,25.80754089,38.25730099,-75.91007395
11194,426048.774493,4234697.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,High,High,High,Very High,Very High,Tier 1,Wicomico,3.12213993,3.72759008,0.605452,1321.46630859,38.25744629,-75.84532474
11195,426298.774493,4234697.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,High,High,High,Very High,Very High,Tier 1,Wicomico,3.12213993,3.72759008,0.605452,1157.47644043,38.25740431,-75.84258425
11196,426548.774493,4234697.23155,Yes,Very High,Very High,High,Low,Very High,Low,No,Yes,No,No,No,High,High,Moderate,Very High,Very High,Tier 2,Wicomico,3.38573003,3.72759008,0.34185901,1032.92236328,38.25754927,-75.83960115
11197,426798.774493,4234697.23155,Yes,Very High,Very High,High,Low,Very High,Low,No,Yes,No,No,No,High,High,Moderate,Very High,Very High,Tier 2,Wicomico,3.38573003,3.72759008,0.34185901,989.22650146,38.25795362,-75.83637204
11198,427048.774493,4234697.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,High,High,High,Very High,Very High,Tier 1,Wicomico,3.12213993,3.72759008,0.605452,933.9876709,38.25758792,-75.83379973
11199,428798.774493,4234697.23155,Yes,Very High,High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,High,Tier 1,Wicomico,2.92930007,3.49735999,0.56805599,435.02410889,38.25761433,-75.81361806
11200,429298.774493,4234697.23155,Yes,Very High,High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,n/a,Wicomico,2.65314007,3.16763997,0.51450199,655.57928467,38.25765063,-75.80832595
11201,429798.774493,4234697.23155,Yes,Very High,High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,n/a,Wicomico,2.65314007,3.16763997,0.51450199,235.2277832,38.25727308,-75.80195955
11202,484048.774493,4234697.23155,Yes,Very High,High,Low,Very Low,Very High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Worcester,2.48084998,2.96194005,0.48109099,1087.21118164,38.25954072,-75.1825748
11203,484298.774493,4234697.23155,Yes,Very High,High,Low,Very Low,Very High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Worcester,2.48084998,2.96194005,0.48109099,815.87982178,38.25957108,-75.17894878
11204,486548.774493,4234697.23155,Yes,Low,High,Low,Low,Very High,Low,Yes,No,No,No,Yes - dense,Moderate,Moderate,Moderate,Very High,Moderate,Tier 2,Worcester,2.47116995,2.86900997,0.39783299,1.8030318,38.25983251,-75.15253182
11205,488298.774493,4234697.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,Yes,No,Yes - dense,Moderate,High,High,Very High,Very High,Tier 1,Worcester,2.68710995,3.27024007,0.58313203,1715.62438965,38.25874711,-75.13141764
11206,489298.774493,4234697.23155,No,Very High,High,Very High,Very High,Very High,Very High,Yes,No,Yes,No,No,High,High,High,n/a,n/a,n/a,Worcester,4.12932014,4.84313011,0.71380597,2430.62304688,38.26038602,-75.12282417
11207,342548.774493,4234447.23155,Yes,Moderate,Moderate,Moderate,Moderate,Very High,Low,No,No,No,No,No,High,High,None,Very High,Very High,n/a,St. Mary's,3.27605009,3.27605009,0,44.17609406,38.24571619,-76.79610355
11208,343798.774493,4234447.23155,Yes,Very Low,Moderate,Moderate,Moderate,Very High,Moderate,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Low,Tier 1,St. Mary's,2.48525,2.96720004,0.48194501,251.79867554,38.24507229,-76.7850045
11209,344048.774493,4234447.23155,No,Very Low,Moderate,Moderate,High,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,127.83847046,38.244976,-76.78215973
11210,345548.774493,4234447.23155,Yes,Low,Moderate,Moderate,Very Low,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Very High,Tier 2,St. Mary's,1.75875998,2.0998199,0.34106201,12.48117447,38.24492116,-76.76485242
11211,348298.774493,4234447.23155,No,Low,Moderate,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,2.05762005,2.45664001,0.399019,0,38.24501161,-76.73332611
11212,349548.774493,4234447.23155,Yes,High,Moderate,Moderate,Moderate,Very High,Low,Yes,Yes,No,No,No,Moderate,High,High,High,Very Low,Tier 1,St. Mary's,2.85906005,3.41349006,0.55443501,1259.7479248,38.24434226,-76.71596566
11213,351298.774493,4234447.23155,Yes,High,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,Moderate,Very High,High,Tier 2,St. Mary's,2.14394999,2.55971003,0.415759,1202.81066895,38.24579405,-76.69946928
11214,352548.774493,4234447.23155,Yes,Low,Low,Moderate,Moderate,Very Low,Low,Yes,Yes,No,No,No,Low,Moderate,Moderate,Very High,Low,Tier 2,St. Mary's,1.94183004,2.31838989,0.37656301,45.44432449,38.24425559,-76.68317473
11215,377798.774493,4234447.23155,No,High,Very Low,Moderate,High,Moderate,High,Yes,Yes,No,No,No,Moderate,High,High,Very High,Low,Tier 1,St. Mary's,2.61350012,3.12032008,0.50681603,969.07702637,38.24974914,-76.39648154
11216,396798.774493,4234447.23155,No,Very High,Very High,High,High,High,High,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.68312001,4.40142012,0.71829802,386.55163574,38.25194867,-76.17602009
11217,398298.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,High,Low,No,Yes,No,No,Yes,High,High,Moderate,Very High,Very High,Tier 2,Dorchester,3.47236991,3.82595992,0.35358301,1004.40368652,38.25167463,-76.16372845
11218,398798.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,High,Low,Yes,Yes,No,No,Yes,High,High,High,Very High,Very High,Tier 1,Dorchester,3.20157003,3.82595992,0.624385,1800.54931641,38.24910733,-76.15520641
11219,399298.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,High,Moderate,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.6823101,4.05412006,0.37180501,2197.74194336,38.24959943,-76.15010998
11220,399548.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,High,Moderate,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.6823101,4.05412006,0.37180501,2370.19702148,38.24977109,-76.14798137
11221,403798.774493,4234447.23155,Yes,Low,Very High,High,High,Very High,High,Yes,Yes,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.32661009,3.98646998,0.659863,2338.36108398,38.25337243,-76.09930566
11222,404048.774493,4234447.23155,No,Very High,Very High,High,High,Very High,High,Yes,Yes,No,No,Yes - dense,High,High,High,n/a,n/a,n/a,Dorchester,3.79184008,4.54399014,0.75214601,2090.30395508,38.25369254,-76.09620374
11223,404298.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,Very High,High,Yes,No,No,No,Yes - dense,High,High,High,High,High,Tier 1,Dorchester,3.75629997,4.3610301,0.604725,1972.39160156,38.2527869,-76.09365087
11224,404548.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,Very High,Moderate,Yes,No,No,No,Yes,High,High,High,High,High,Tier 1,Dorchester,3.61405993,4.18543005,0.57137102,1796.98242188,38.25276532,-76.09090624
11225,405048.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,Very High,Low,Yes,No,No,No,Yes,High,High,High,Very High,High,Tier 1,Dorchester,3.41067004,3.9498899,0.53921598,1419.85375977,38.25332639,-76.08489389
11226,405298.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,Very High,High,Tier 1,Dorchester,3.40216994,3.9498899,0.54771399,1366.15234375,38.25260437,-76.08251418
11227,405798.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,Very High,Low,Yes,No,No,No,Yes - dense,High,High,High,Very High,High,Tier 1,Dorchester,3.40216994,3.9498899,0.54771399,760.1048584,38.25309183,-76.07494694
11228,407548.774493,4234447.23155,Yes,Low,Very High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,High,Tier 1,Dorchester,2.40300989,2.86900997,0.465996,461.4708252,38.25345265,-76.05647712
11229,409048.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,High,High,Yes,Yes,No,No,No,High,High,High,Very High,High,Tier 1,Dorchester,3.53808999,4.22419977,0.686113,845.16589355,38.25345464,-76.03930829
11230,415298.774493,4234447.23155,Yes,Very High,Very High,High,Moderate,High,Moderate,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.6823101,4.05412006,0.37180501,4779.25878906,38.2549403,-75.96699055
11231,416548.774493,4234447.23155,Yes,Very High,Very High,High,Low,High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Dorchester,3.27951002,3.61064005,0.33113399,3674.09619141,38.25427051,-75.95408885
11232,420298.774493,4234447.23155,Yes,Moderate,High,High,Moderate,Very Low,Moderate,Yes,No,No,No,No,Moderate,Moderate,Moderate,Very High,High,Tier 2,Wicomico,2.58801007,2.99467993,0.40667599,21.18959808,38.25502186,-75.90884131
11233,422548.774493,4234447.23155,Yes,Very High,Very High,High,Very Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,High,Low,Tier 1,Wicomico,2.73907995,3.27024007,0.53116697,1513.25439453,38.25408552,-75.88403476
11234,423048.774493,4234447.23155,Yes,Very High,Very High,High,Low,Very High,Low,No,Yes,No,No,No,High,High,Moderate,High,Low,Tier 2,Wicomico,3.38573003,3.72759008,0.34185901,1897.45654297,38.25391005,-75.87882388
11235,423298.774493,4234447.23155,Yes,Very High,Very High,High,Low,Very High,Low,No,Yes,No,No,No,High,High,Moderate,High,High,Tier 2,Wicomico,3.38573003,3.72759008,0.34185901,1923.97253418,38.2546542,-75.87669707
11236,423548.774493,4234447.23155,Yes,Very High,Very High,High,Low,High,Low,No,Yes,No,No,No,High,High,Moderate,n/a,n/a,n/a,Wicomico,3.27951002,3.61064005,0.33113399,2070.84814453,38.25463067,-75.87371338
11237,425798.774493,4234447.23155,Yes,Very High,Very High,High,Low,Very High,Low,Yes,Yes,No,No,No,High,High,High,Very High,Very High,Tier 1,Wicomico,3.12213993,3.72759008,0.605452,1274.32397461,38.25476454,-75.84771883
11238,427798.774493,4234447.23155,Yes,Low,Very High,Very High,Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,Tier 1,Somerset,2.73907995,3.27024007,0.53116697,14.61242294,38.25261305,-75.82358705
11239,428298.774493,4234447.23155,Yes,Low,Very High,Very High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Somerset,2.48084998,2.96194005,0.48109099,27.2466507,38.25195311,-75.81907807
11240,428548.774493,4234447.23155,Yes,Low,High,Very High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Somerset,2.40300989,2.86900997,0.465996,21.50209808,38.25277872,-75.81521418
11241,429048.774493,4234447.23155,Yes,High,High,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,Tier 1,Wicomico,2.56990004,3.06824994,0.49835899,525.21887207,38.25643706,-75.81050286
11242,429298.774493,4234447.23155,Yes,High,High,High,Low,Low,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,n/a,Wicomico,2.56990004,3.06824994,0.49835899,495.25006104,38.2561638,-75.80808884
11243,429548.774493,4234447.23155,Yes,Very High,High,High,Low,High,Low,Yes,Yes,No,No,No,Moderate,High,High,Very High,Very High,n/a,Wicomico,2.92930007,3.49735999,0.56805599,347.0718689,38.25566704,-75.80523673
11244,482298.774493,4234447.23155,Yes,Very High,Moderate,Low,Very Low,Very High,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Low,n/a,Worcester,2.58196998,2.84267998,0.260703,1436.49621582,38.25730515,-75.20152417
11245,482798.774493,4234447.23155,Yes,Very High,High,Low,Very Low,Very High,Low,No,Yes,No,No,No,Moderate,Moderate,Low,Very High,Low,n/a,Worcester,2.69029999,2.96194005,0.27164099,1170.1953125,38.25782663,-75.19650637
11246,483298.774493,4234447.23155,Yes,Very High,High,Low,Low,Very High,Low,No,Yes,No,No,No,Moderate,High,Low,Very High,Low,Tier 1,Worcester,2.97033,3.27024007,0.29991499,1081.86584473,38.25790843,-75.19112122
11247,483548.774493,4234447.23155,Yes,Very High,High,Low,Very Low,Very High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Moderate,Tier 1,Worcester,2.48084998,2.96194005,0.48109099,1078.20068359,38.25818191,-75.18791557
11248,484548.774493,4234447.23155,Yes,Very High,High,Low,Very Low,Very High,Low,Yes,Yes,No,No,No,Moderate,Moderate,High,Very High,Very High,Tier 1,Worcester,2.48084998,2.96194005,0.48109099,537.82757568,38.25779809,-75.17663253
11249,486548.774493,4234447.23155,Yes,Low,High,Low,Low,Very High,Low,Yes,No,No,No,Yes - dense,Moderate,Moderate,Moderate,Very High,Low,Tier 2,Worcester,2.47116995,2.86900997,0.39783299,24.15026474,38.25776349,-75.15299257
11250,488298.774493,4234447.23155,Yes,Very High,High,Low,Low,Very High,Low,Yes,Yes,Yes,No,Yes - dense,Moderate,High,High,Very High,Very High,Tier 1,Worcester,2.68710995,3.27024007,0.58313203,1705.88012695,38.25748452,-75.13198684
